*������� ���������� 	AM1[10]
46,6799999999998	0,0780074606079353
46,7999999999998	0,0781000012895277
46,9199999999998	0,078192541971454
47,0399999999998	0,0782850826531387
47,1599999999998	0,078377623335598
47,2799999999998	0,0784701640169985
47,3999999999998	0,0785627046992161
47,5199999999998	0,0786552453814906
47,6399999999998	0,0787477860636301
47,7599999999998	0,0788403267454427
47,8799999999997	0,0789328674278451
47,9999999999997	0,079025408110077
48,1199999999997	0,0791179487924296
48,2399999999997	0,0792104894744483
48,3599999999997	0,0793030301568294
48,4799999999997	0,0793955708391536
48,5999999999997	0,0794881115216626
48,7199999999997	0,0795806522040792
48,8399999999997	0,0796731928866521
48,9599999999997	0,079765733569424
49,0799999999997	0,0798582742516203
49,1999999999997	0,0799508149339232
49,3199999999997	0,0800433556170646
49,4399999999997	0,0801358962993533
49,5599999999997	0,0802284369824307
49,6799999999997	0,0803209776653588
49,7999999999997	0,0804135183479673
49,9199999999997	0,0805060590305473
50,0399999999997	0,0805985997133902
50,1599999999997	0,0806911403961195
50,2799999999997	0,0807836810794456
50,3999999999997	0,0808762217622458
50,5199999999997	0,0809687624456501
50,6399999999997	0,0810613031283083
50,7599999999997	0,0811538438117836
50,8799999999997	0,0812463844943991
50,9999999999997	0,0813389251783292
51,1199999999997	0,0814314658609874
51,2399999999997	0,0815240065437948
51,3599999999997	0,0816165472277603
51,4799999999997	0,0817090879104043
51,5999999999997	0,0818016285940359
51,7199999999997	0,0818941692774828
51,8399999999997	0,0819867099606171
51,9599999999997	0,0820792506444974
52,0799999999997	0,0821717913278093
52,1999999999997	0,0822643320112917
52,3199999999997	0,0823568726953567
52,4399999999996	0,0824494133782565
